Title,Source,Link
Timnas Voli Putra Indonesia Lolos Perempat Final AYG 2025,CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022074016-178-1287140/timnas-voli-putra-indonesia-lolos-perempat-final-ayg-2025
"Beda Cheat Day dan Cheat Meal, Mana yang Lebih Baik?",CNN Indonesia,https://www.cnnindonesia.com/gaya-hidup/20251022071258-255-1287129/beda-cheat-day-dan-cheat-meal-mana-yang-lebih-baik
Hampir 1.000 Prajurit TNI AD Gelar Latihan Militer di Natuna Hari Ini,CNN Indonesia,https://www.cnnindonesia.com/nasional/20251022071002-20-1287128/hampir-1000-prajurit-tni-ad-gelar-latihan-militer-di-natuna-hari-ini
VIDEO: Prabowo Akui Satu Tahun Pemerintahannya Berjalan Baik,CNN Indonesia,https://www.cnnindonesia.com/tv/20251021171938-400-1286973/video-prabowo-akui-satu-tahun-pemerintahannya-berjalan-baik
FOTO: Arsenal Hancurkan Atletico Madrid di Liga Champions,CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022043035-144-1287091/foto-arsenal-hancurkan-atletico-madrid-di-liga-champions
5 Tantangan PM Baru Jepang Sanae Takaichi Si 'Iron Lady' Negeri Sakura,CNN Indonesia,https://www.cnnindonesia.com/internasional/20251021124406-113-1286857/5-tantangan-pm-baru-jepang-sanae-takaichi-si-iron-lady-negeri-sakura
"Final Karapan Sapi di Bangkalan Jatim Ricuh, Anggota Brimob Kena Bacok",CNN Indonesia,https://www.cnnindonesia.com/nasional/20251022064233-12-1287123/final-karapan-sapi-di-bangkalan-jatim-ricuh-anggota-brimob-kena-bacok
"FOTO: Menelusuri Ciliwung, Edukasi Lingkungan di Jantung Ibu Kota",CNN Indonesia,https://www.cnnindonesia.com/nasional/20251021183737-22-1286999/foto-menelusuri-ciliwung-edukasi-lingkungan-di-jantung-ibu-kota
Purbaya Respons Tantangan Demul soal Rp4 T: Periksa Saja Sendiri,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20251022064906-532-1287126/purbaya-respons-tantangan-demul-soal-rp4-t-periksa-saja-sendiri
Jadwal Siaran Langsung Liga Champions: Eintracht vs Liverpool,CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022064520-142-1287124/jadwal-siaran-langsung-liga-champions-eintracht-vs-liverpool
Diskon 50 Persen Tambah Daya Listrik Berlaku Sampai Kapan?,CNN Indonesia,https://www.cnnindonesia.com/edukasi/20251021135022-561-1286884/diskon-50-persen-tambah-daya-listrik-berlaku-sampai-kapan
7 Kelompok Orang yang Bisa Kena Efek Buruk dari Kopi Hitam,CNN Indonesia,https://www.cnnindonesia.com/gaya-hidup/20251020122332-255-1286418/7-kelompok-orang-yang-bisa-kena-efek-buruk-dari-kopi-hitam
VIDEO: Pajak Pedagang E-Commerce dan Insentif Pajak,CNN Indonesia,https://www.cnnindonesia.com/tv/20251021171904-402-1286972/video-pajak-pedagang-e-commerce-dan-insentif-pajak
Bisakah Penangkapan Mafia Besar-besaran Dilakukan Seperti Mau Purbaya?,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20251022061816-532-1287110/bisakah-penangkapan-mafia-besar-besaran-dilakukan-seperti-mau-purbaya
Jepang Perdana Punya PM Perempuan sampai Eks Presiden Prancis Dibui,CNN Indonesia,https://www.cnnindonesia.com/internasional/20251022064830-134-1287125/jepang-perdana-punya-pm-perempuan-sampai-eks-presiden-prancis-dibui
Wamendagri Akui Purbaya soal Pemda Belum Maksimal Serap Anggaran,CNN Indonesia,https://www.cnnindonesia.com/nasional/20251021202844-32-1287056/wamendagri-akui-purbaya-soal-pemda-belum-maksimal-serap-anggaran
Daftar Top Skor Liga Champions: Rashford Ramaikan Persaingan,CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022060908-142-1287107/daftar-top-skor-liga-champions-rashford-ramaikan-persaingan
Ammar Zoni Jalani Sidang Narkoba Besok di PN Jakpus,CNN Indonesia,https://www.cnnindonesia.com/nasional/20251022061036-12-1287109/ammar-zoni-jalani-sidang-narkoba-besok-di-pn-jakpus
VIDEO: Menjaga Kualitas di Tengah Sorotan Dapur SPPG,CNN Indonesia,https://www.cnnindonesia.com/tv/20251021174404-400-1286986/video-menjaga-kualitas-di-tengah-sorotan-dapur-sppg
Nasib Kementerian BUMN Tunggu Putusan Prabowo,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20251021193019-92-1287030/nasib-kementerian-bumn-tunggu-putusan-prabowo
Nasib Kementerian BUMN Tunggu Putusan Prabowo,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20251021193019-92-1287030/nasib-kementerian-bumn-tunggu-putusan-prabowo
FOTO: Jennifer Lawrence Kena Postpartum Depression di Die My Love,CNN Indonesia,https://www.cnnindonesia.com/hiburan/20251021090240-222-1286731/foto-jennifer-lawrence-kena-postpartum-depression-di-die-my-love
"3 Big Match Liga Champions Timpang, Berujung Pembantaian",CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022061402-142-1287108/3-big-match-liga-champions-timpang-berujung-pembantaian
"Top 3 Sports: STY Terbuka Latih Indonesia, Arsenal Menang Besar",CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022060508-178-1287106/top-3-sports-sty-terbuka-latih-indonesia-arsenal-menang-besar
Ini yang Terjadi pada Tubuh saat Minum Teh Serai Setiap Hari,CNN Indonesia,https://www.cnnindonesia.com/gaya-hidup/20251021112203-255-1286803/ini-yang-terjadi-pada-tubuh-saat-minum-teh-serai-setiap-hari
IHSG Berpotensi Lanjut Menguat Hari Ini,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20251021203751-92-1287058/ihsg-berpotensi-lanjut-menguat-hari-ini
Trump Kembali Puji RI-Prabowo soal Rencana Kirim Pasukan ke Gaza,CNN Indonesia,https://www.cnnindonesia.com/internasional/20251022045722-134-1287093/trump-kembali-puji-ri-prabowo-soal-rencana-kirim-pasukan-ke-gaza
Kemendagri soal Pejabat Pakai Mobil Nasional: Kepala Daerah Siap-siap,CNN Indonesia,https://www.cnnindonesia.com/nasional/20251022040747-32-1287089/kemendagri-soal-pejabat-pakai-mobil-nasional-kepala-daerah-siap-siap
Siapa Saja Penerima BLT Tambahan Rp900 Ribu?,CNN Indonesia,https://www.cnnindonesia.com/edukasi/20251021114248-561-1286819/siapa-saja-penerima-blt-tambahan-rp900-ribu
Daftar 7 Wakil Indonesia di French Open 2025: Leo/Bagas vs Aaron/Soh,CNN Indonesia,https://www.cnnindonesia.com/olahraga/20251022054439-170-1287103/daftar-7-wakil-indonesia-di-french-open-2025-leo-bagas-vs-aaron-soh
"HP Bakal Punah, Pakar Sebut Penggantinya Mulai Bermunculan",CNBC Indonesia,https://www.cnbcindonesia.com/tech/20251022074613-37-678083/hp-bakal-punah-pakar-sebut-penggantinya-mulai-bermunculan
"Emiten Boy Thohir (TRIM) Lepas 223,3 Juta Saham Energi Mega (ENRG)",CNBC Indonesia,https://www.cnbcindonesia.com/market/20251021215159-17-678063/emiten-boy-thohir--trim--lepas-2233-juta-saham-energi-mega--enrg-
"Warner Bros Mau Dijual, Netflix-Comcast Jadi Calon Pembeli",CNBC Indonesia,https://www.cnbcindonesia.com/market/20251022072216-17-678079/warner-bros-mau-dijual-netflix-comcast-jadi-calon-pembeli
"Harga Batu Bara Belum Juga Bangkit, 3 Hari Ambruk",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251022064429-128-678074/harga-batu-bara-belum-juga-bangkit-3-hari-ambruk
"Terbaru! Tarif BPJS Kesehatan Kelas 1, 2, 3 Berlaku 22 Oktober 2025",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022063239-4-678073/terbaru-tarif-bpjs-kesehatan-kelas-1-2-3-berlaku-22-oktober-2025
"IHSG Ngebut, Dana Asing Mengalir Deras ke Pasar Modal",CNBC Indonesia,https://www.cnbcindonesia.com/market/20251022061647-17-678072/ihsg-ngebut-dana-asing-mengalir-deras-ke-pasar-modal
Gmail-Apple Punya Alamat Email Sekali Pakai Biar Bebas Spam-Penipuan,CNBC Indonesia,https://www.cnbcindonesia.com/tech/20251022065408-37-678076/gmail-apple-punya-alamat-email-sekali-pakai-biar-bebas-spam-penipuan
"Mulai Gali Harta Karun, Negeri 'Orang Jawa' Ini Diramal Jadi Kaya Raya",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022064939-4-678075/mulai-gali-harta-karun-negeri-orang-jawa-ini-diramal-jadi-kaya-raya
"Soal Dugaan Korupsi Pengolahan Anoda Logam, Antam Buka Suara",CNBC Indonesia,https://www.cnbcindonesia.com/market/20251021213550-17-678062/soal-dugaan-korupsi-pengolahan-anoda-logam-antam-buka-suara
Tanda Gula Darah Terlalu Tinggi yang Bisa Dicek di Rumah,CNBC Indonesia,https://www.cnbcindonesia.com/lifestyle/20251020133444-33-677484/tanda-gula-darah-terlalu-tinggi-yang-bisa-dicek-di-rumah
"Momen Eks Presiden Prancis Sarkozy Dipenjara, Gandeng Tangan Istri",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021204011-7-678053/momen-eks-presiden-prancis-sarkozy-dipenjara-gandeng-tangan-istri
"Harga Emas Hancur Lebur! Ambruk 5% Sehari, Rekor Terburuk 5 Tahun",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251022061011-128-678069/harga-emas-hancur-lebur-ambruk-5-sehari-rekor-terburuk-5-tahun
"Tentara Gerebek Markas Penipuan Online, 2.000 Orang Lebih Ditahan",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021171750-4-677968/tentara-gerebek-markas-penipuan-online-2000-orang-lebih-ditahan
"Jelang Pertemuan Rusia-AS, Negara NATO Ini Beri Sinyal Tangkap Putin",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022003725-4-678065/jelang-pertemuan-rusia-as-negara-nato-ini-beri-sinyal-tangkap-putin
"Prabowo Minta Menteri Ganti Mobil Pakai Maung, Ini Kata Purbaya!",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021105756-4-677796/prabowo-minta-menteri-ganti-mobil-pakai-maung-ini-kata-purbaya
Daftar 7 Diskon Pajak di Tahun Pertama Prabowo-Gibran,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022062243-4-678071/daftar-7-diskon-pajak-di-tahun-pertama-prabowo-gibran
Penampakan Tampang Penembak PM Slovakia Usai Vonis 21 Tahun Penjara,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021185511-7-678018/penampakan-tampang-penembak-pm-slovakia-usai-vonis-21-tahun-penjara
"Harga Emas Hancur Lebur! Ambruk 5% Sehari, Rekor Terburuk 5 Tahun",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251022061011-128-678069/harga-emas-hancur-lebur-ambruk-5-sehari-rekor-terburuk-5-tahun
Peneliti Asing Ungkap Ada Ancaman Besar di Tapanuli,CNBC Indonesia,https://www.cnbcindonesia.com/tech/20251021151701-37-677943/peneliti-asing-ungkap-ada-ancaman-besar-di-tapanuli
Sayonara! Bangkai Tiang Monorel di Jalan Rasuna Said Lenyap di 2026,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021193241-7-678041/sayonara-bangkai-tiang-monorel-di-jalan-rasuna-said-lenyap-di-2026
"Negara Ini Mulai Tinggalkan Dolar AS, Ganti Dengan Yuan China",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022055747-4-678068/negara-ini-mulai-tinggalkan-dolar-as-ganti-dengan-yuan-china
"Khofifah Tiba-Tiba Naikkan Upah 7 Kabupaten Kota di Jatim, Ada Apa?",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021200630-4-678050/khofifah-tiba-tiba-naikkan-upah-7-kabupaten-kota-di-jatim-ada-apa
AHY Buka Suara: Utang Kereta Cepat Masalah Serius!,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021201111-4-678051/ahy-buka-suara-utang-kereta-cepat-masalah-serius
"Khofifah Keluarkan Aturan Baru, UMK Surabaya 2025 Naik Jadi Rp 5 Juta",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021153333-4-677918/khofifah-keluarkan-aturan-baru-umk-surabaya-2025-naik-jadi-rp-5-juta
Semua Mata Tertuju ke BI: Suku Bunga Kembali Dipangkas Hari Ini?,CNBC Indonesia,https://www.cnbcindonesia.com/research/20251021170529-128-677978/semua-mata-tertuju-ke-bi-suku-bunga-kembali-dipangkas-hari-ini
"Momen Eks Presiden Prancis Sarkozy Dipenjara, Gandeng Tangan Istri",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021204011-7-678053/momen-eks-presiden-prancis-sarkozy-dipenjara-gandeng-tangan-istri
"Harga Emas Hancur Lebur! Ambruk 5% Sehari, Rekor Terburuk 5 Tahun",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251022061011-128-678069/harga-emas-hancur-lebur-ambruk-5-sehari-rekor-terburuk-5-tahun
"Tentara Gerebek Markas Penipuan Online, 2.000 Orang Lebih Ditahan",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021171750-4-677968/tentara-gerebek-markas-penipuan-online-2000-orang-lebih-ditahan
"Jelang Pertemuan Rusia-AS, Negara NATO Ini Beri Sinyal Tangkap Putin",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022003725-4-678065/jelang-pertemuan-rusia-as-negara-nato-ini-beri-sinyal-tangkap-putin
"Prabowo Minta Menteri Ganti Mobil Pakai Maung, Ini Kata Purbaya!",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021105756-4-677796/prabowo-minta-menteri-ganti-mobil-pakai-maung-ini-kata-purbaya
"Jelang Pertemuan Rusia-AS, Negara NATO Ini Beri Sinyal Tangkap Putin",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022003725-4-678065/jelang-pertemuan-rusia-as-negara-nato-ini-beri-sinyal-tangkap-putin
"Momen Eks Presiden Prancis Sarkozy Dipenjara, Gandeng Tangan Istri",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021204011-7-678053/momen-eks-presiden-prancis-sarkozy-dipenjara-gandeng-tangan-istri
Dubes UEA Blak-Blakan Hasil Pembicaraan dengan Prabowo di Istana,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022045015-4-678066/dubes-uea-blak-blakan-hasil-pembicaraan-dengan-prabowo-di-istana
Video: Lo Kheng Hong Borong Saham ABM-Gunung Semeru Kembali Erupsi,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021174523-8-678009/video-lo-kheng-hong-borong-saham-abm-gunung-semeru-kembali-erupsi
"Video: Prabowo Berantas Tambang Ilegal, Publik Harap Tak Tebang Pilih",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021185632-8-678025/video-prabowo-berantas-tambang-ilegal-publik-harap-tak-tebang-pilih
Video: Qatar Kecam Pelanggaran Gencatan Senjata Oleh Israel,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021174522-8-677998/video-qatar-kecam-pelanggaran-gencatan-senjata-oleh-israel
"Setahun Prabowo: 364 Hari, 32 Kunjungan ke 22 Negara, Apa Hasilnya?",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251021171944-128-677981/setahun-prabowo-364-hari-32-kunjungan-ke-22-negara-apa-hasilnya
"Deal Gaza Jadi Panggung Erdogan, Batu Loncatan Kuasai Timur Tengah",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021181437-4-678004/deal-gaza-jadi-panggung-erdogan-batu-loncatan-kuasai-timur-tengah
Video: Purbaya Bidik Mafia di Sektor Tekstil dan Baja,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021180911-8-678011/video-purbaya-bidik-mafia-di-sektor-tekstil-dan-baja
Dirut Jasa Marga Umumkan 7 Gerbang Tol Dalkot Sudah Beroperasi Normal,CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021213922-4-678061/dirut-jasa-marga-umumkan-7-gerbang-tol-dalkot-sudah-beroperasi-normal
"Momen Eks Presiden Prancis Sarkozy Dipenjara, Gandeng Tangan Istri",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021204011-7-678053/momen-eks-presiden-prancis-sarkozy-dipenjara-gandeng-tangan-istri
"Harga Emas Hancur Lebur! Ambruk 5% Sehari, Rekor Terburuk 5 Tahun",CNBC Indonesia,https://www.cnbcindonesia.com/research/20251022061011-128-678069/harga-emas-hancur-lebur-ambruk-5-sehari-rekor-terburuk-5-tahun
"Tentara Gerebek Markas Penipuan Online, 2.000 Orang Lebih Ditahan",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021171750-4-677968/tentara-gerebek-markas-penipuan-online-2000-orang-lebih-ditahan
"Jelang Pertemuan Rusia-AS, Negara NATO Ini Beri Sinyal Tangkap Putin",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251022003725-4-678065/jelang-pertemuan-rusia-as-negara-nato-ini-beri-sinyal-tangkap-putin
"Prabowo Minta Menteri Ganti Mobil Pakai Maung, Ini Kata Purbaya!",CNBC Indonesia,https://www.cnbcindonesia.com/news/20251021105756-4-677796/prabowo-minta-menteri-ganti-mobil-pakai-maung-ini-kata-purbaya
"Truk Tabrak Separator Busway di Jl Gatsu, Rute TransJ Koridor 9 Dialihkan",Detik.com,https://news.detik.com/berita/d-8172261/truk-tabrak-separator-busway-di-jl-gatsu-rute-transj-koridor-9-dialihkan
4 Fakta Tabrakan Keras KA Harina dengan Truk Trailer di Semarang,Detik.com,https://news.detik.com/berita/d-8172259/4-fakta-tabrakan-keras-ka-harina-dengan-truk-trailer-di-semarang
"30++ Ucapan Hari Santri 2025, Penuh Semangat dan Harapan",Detik.com,https://news.detik.com/berita/d-8172246/30-ucapan-hari-santri-2025-penuh-semangat-dan-harapan
Menanti Menteri-menteri Prabowo Tunggangi Maung,Detik.com,https://news.detik.com/berita/d-8172245/menanti-menteri-menteri-prabowo-tunggangi-maung
Trump Puji Prabowo soal RI Mau Kirim Pasukan ke Gaza: Pemimpin Luar Biasa,Detik.com,https://news.detik.com/internasional/d-8172241/trump-puji-prabowo-soal-ri-mau-kirim-pasukan-ke-gaza-pemimpin-luar-biasa
"Prabowo Minta 'No Untouchable' di Kasus Korupsi, Kejagung Kejar Koruptor SDA",Detik.com,https://news.detik.com/berita/d-8172238/prabowo-minta-no-untouchable-di-kasus-korupsi-kejagung-kejar-koruptor-sda
Kasus Kematian Terapis Tetap Diusut Meski Keluarga dan Pihak Spa Damai,Detik.com,https://news.detik.com/berita/d-8172233/kasus-kematian-terapis-tetap-diusut-meski-keluarga-dan-pihak-spa-damai
"PKB Dukung Prabowo Berantas Korupsi, Apresiasi Kerja Kejagung-Polri-KPK",Detik.com,https://news.detik.com/berita/d-8172231/pkb-dukung-prabowo-berantas-korupsi-apresiasi-kerja-kejagung-polri-kpk
"Negeri Sakura Kini Dipimpin Sanae Takaichi yang Pilih 'Kerja, Kerja, Kerja'",Detik.com,https://news.detik.com/internasional/d-8172229/negeri-sakura-kini-dipimpin-sanae-takaichi-yang-pilih-kerja-kerja-kerja
Gatsu hingga Thamrin-Sudirman Akan Ditutup saat Presiden Afsel Melintas,Detik.com,https://news.detik.com/berita/d-8172226/gatsu-hingga-thamrin-sudirman-akan-ditutup-saat-presiden-afsel-melintas
Imbas Sewa Jet Pribadi Bikin KPU Kena Sanksi Keras,Detik.com,https://news.detik.com/berita/d-8172224/imbas-sewa-jet-pribadi-bikin-kpu-kena-sanksi-keras
Gerindra Kawal Pindad Produksi Maung untuk Para Menteri Prabowo,Detik.com,https://news.detik.com/berita/d-8172221/gerindra-kawal-pindad-produksi-maung-untuk-para-menteri-prabowo
22 Oktober 2025 Memperingati Hari Apa? Cek Daftar Peringatannya,Detik.com,https://news.detik.com/berita/d-8169393/22-oktober-2025-memperingati-hari-apa-cek-daftar-peringatannya
Teka-teki Pembuang Jasad Bayi di Kresek yang Bikin Heboh Bekasi,Detik.com,https://news.detik.com/berita/d-8172219/teka-teki-pembuang-jasad-bayi-di-kresek-yang-bikin-heboh-bekasi
KPK Ungkap Kaitan Bisnis Tersangka Korupsi Katalis Chrisna Damayanto dengan Riza Chalid,Detik.com,https://news.detik.com/berita/d-8172217/kpk-ungkap-kaitan-bisnis-tersangka-korupsi-katalis-chrisna-damayanto-dengan-riza-chalid
Ketua Bawaslu Dilaporkan ke KPK Terkait Proyek Command Center-Renovasi Gedung,Detik.com,https://news.detik.com/berita/d-8172207/ketua-bawaslu-dilaporkan-ke-kpk-terkait-proyek-command-center-renovasi-gedung
"Ketahanan Pangan di Lapas Tak Cuma Program, tapi Hasilkan Premi untuk Napi",Detik.com,https://news.detik.com/berita/d-8172206/ketahanan-pangan-di-lapas-tak-cuma-program-tapi-hasilkan-premi-untuk-napi
Video: Tentara Korut Membelot ke Korsel Ditahan Usai Seberangi Perbatasan,Detik.com,https://20.detik.com/detikupdate/20251022-251022050/video-tentara-korut-membelot-ke-korsel-ditahan-usai-seberangi-perbatasan
"Video AHY: Giant Sea Wall Proyek Besar Sekali, Butuh Pertimbangkan Banyak Hal",Detik.com,https://20.detik.com/detikupdate/20251022-251022007/video-ahy-giant-sea-wall-proyek-besar-sekali-butuh-pertimbangkan-banyak-hal
KPK Kaget Ada Tambang Ilegal Dekat Mandalika: Produksi 3 Kg Emas Sehari,Detik.com,https://news.detik.com/berita/d-8172174/kpk-kaget-ada-tambang-ilegal-dekat-mandalika-produksi-3-kg-emas-sehari
"Gempa Darat M 4,9 Guncang Way Kanan Lampung",Detik.com,https://news.detik.com/berita/d-8172172/gempa-darat-m-4-9-guncang-way-kanan-lampung
Video Khamenei soal Trump Klaim Hancurkan Nuklir Iran: Teruslah Bermimpi!,Detik.com,https://20.detik.com/detikupdate/20251022-251022040/video-khamenei-soal-trump-klaim-hancurkan-nuklir-iran-teruslah-bermimpi
Golkar Sambut Usul Soeharto Jadi Pahlawan Nasional: Jasanya Besar Bagi Bangsa,Detik.com,https://news.detik.com/berita/d-8172169/golkar-sambut-usul-soeharto-jadi-pahlawan-nasional-jasanya-besar-bagi-bangsa
KPK Ungkap Tak Cuma Lukas Enembe yang Korupsi Dana Papua: Ada Pejabat Lain,Detik.com,https://news.detik.com/berita/d-8172168/kpk-ungkap-tak-cuma-lukas-enembe-yang-korupsi-dana-papua-ada-pejabat-lain
Video: Dosen UMGO Dinonaktifkan Buntut Podcast Mahasiswi Pura-pura Kesurupan,Detik.com,https://20.detik.com/detikupdate/20251022-251022026/video-dosen-umgo-dinonaktifkan-buntut-podcast-mahasiswi-pura-pura-kesurupan
KPK Ungkap Fraud Kerja Sama Antam-PT Loco Montrado soal Korupsi Anoda Logam,Detik.com,https://news.detik.com/berita/d-8172163/kpk-ungkap-fraud-kerja-sama-antam-pt-loco-montrado-soal-korupsi-anoda-logam
"Kembalikan Sitaan Rp 13 T, Prabowo Dinilai Buktikan Negara Tanpa Korupsi",Detik.com,https://news.detik.com/berita/d-8172162/kembalikan-sitaan-rp-13-t-prabowo-dinilai-buktikan-negara-tanpa-korupsi
KPK Tetapkan 1 PNS Kementan Tersangka Dugaan Korupsi Pengolahan Karet,Detik.com,https://news.detik.com/berita/d-8172159/kpk-tetapkan-1-pns-kementan-tersangka-dugaan-korupsi-pengolahan-karet
Trump Desak Zelensky Serahkan Donbas Timur demi Setop Perang Rusia-Ukraina,Detik.com,https://news.detik.com/berita/d-8172158/trump-desak-zelensky-serahkan-donbas-timur-demi-setop-perang-rusia-ukraina
Video AHY Soroti Bandara Kertajati: Bagus tapi Lokasinya Antah Berantah,Detik.com,https://20.detik.com/detikupdate/20251022-251022001/video-ahy-soroti-bandara-kertajati-bagus-tapi-lokasinya-antah-berantah
KPK: Ada 6 Subkontraktor Terima Keuntungan Tak Sah di Kasus Bansos 2020,Detik.com,https://news.detik.com/berita/d-8172152/kpk-ada-6-subkontraktor-terima-keuntungan-tak-sah-di-kasus-bansos-2020
Pangdam I/BB Respons Vonis 10 Bulan Oknum TNI Aniaya Pelajar hingga Tewas,Detik.com,https://news.detik.com/berita/d-8172149/pangdam-i-bb-respons-vonis-10-bulan-oknum-tni-aniaya-pelajar-hingga-tewas
Pertama Kali! Nyamuk Ditemukan Hidup di Islandia,Detik.com,https://news.detik.com/internasional/d-8172148/pertama-kali-nyamuk-ditemukan-hidup-di-islandia
Alasan KPK Belum Tahan Eks Ketua DPRD Jatim di Kasus Dana Hibah,Detik.com,https://news.detik.com/berita/d-8172143/alasan-kpk-belum-tahan-eks-ketua-dprd-jatim-di-kasus-dana-hibah
"Jelang Akhir Tahun, KPK Telah Sita Aset Senilai Rp 2,3 T untuk Pemulihan",Detik.com,https://news.detik.com/berita/d-8172140/jelang-akhir-tahun-kpk-telah-sita-aset-senilai-rp-2-3-t-untuk-pemulihan
"Usai dari Jatim, KPK Mulai Bergerak ke Jogja Usut Korupsi Kuota Haji",Detik.com,https://news.detik.com/berita/d-8172128/usai-dari-jatim-kpk-mulai-bergerak-ke-jogja-usut-korupsi-kuota-haji
Detik-detik KA Harina Tabrakan Keras dengan Truk Trailer di Semarang,Detik.com,https://news.detik.com/berita/d-8172127/detik-detik-ka-harina-tabrakan-keras-dengan-truk-trailer-di-semarang
Kapolres Kuansing Hadiri Pesantren Expo: Santri Adalah Benteng Moral Bangsa,Detik.com,https://news.detik.com/melindungi-tuah-marwah/d-8172119/kapolres-kuansing-hadiri-pesantren-expo-santri-adalah-benteng-moral-bangsa
Siti Fauziah Minta Pegawai MPR Jauhi Korupsi dan Gratifikasi,Detik.com,https://news.detik.com/berita/d-8172117/siti-fauziah-minta-pegawai-mpr-jauhi-korupsi-dan-gratifikasi
Waka MPR Tekankan Pentingnya Urgensi Penanganan Krisis Iklim,Detik.com,https://news.detik.com/berita/d-8172112/waka-mpr-tekankan-pentingnya-urgensi-penanganan-krisis-iklim
Waka MPR Tekankan Pentingnya Urgensi Penanganan Krisis Iklim,Detik.com,https://news.detik.com/berita/d-8172111/91-warga-cikande-direlokasi-buntut-cs-137-menteri-lh-bicara-peluang-bertambah
"91 Warga Cikande Direlokasi Buntut Cs-137, Menteri LH Bicara Peluang Bertambah",Detik.com,https://news.detik.com/berita/d-8172110/dki-kaji-solusi-tpu-penuh-buka-di-luar-daerah-hingga-permakaman-bertingkat
DKI Kaji Solusi TPU Penuh: Buka di Luar Daerah hingga Permakaman Bertingkat,Detik.com,https://news.detik.com/berita/d-8172108/7-titik-di-bogor-diterpa-longsor-dan-pohon-tumbang-akibat-hujan-deras
